"","Stream start time","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"311","Tuesday 24th September 2019 17:31","718","18278","24775","1452","123.56","185256","15766.48","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Apex Legends|apex_Legends|https://static-cdn.jtvnw.net/ttv-boxart/Apex%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Special Events|Special_Events|https://static-cdn.jtvnw.net/ttv-boxart/Special%20Events-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"312","Monday 23rd September 2019 18:10","694","18283","24118","1340","116.52","190906","16259.04","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Cube World|Cube_World|https://static-cdn.jtvnw.net/ttv-boxart/Cube%20World-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Unrailed!|Unrailed_|https://static-cdn.jtvnw.net/ttv-boxart/Unrailed%21-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Black Ops|Call_of_Duty_Black_Ops|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Black%20Ops-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"313","Monday 23rd September 2019 01:46","193","20413","22706","463","154.32","52664","14690.68","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"314","Saturday 21st September 2019 20:34","685","17734","22061","1839","163.48","167755","14519.72","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Untitled Goose Game|Untitled_Goose_Game|https://static-cdn.jtvnw.net/ttv-boxart/Untitled%20Goose%20Game-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"315","Friday 20th September 2019 18:27","647","19125","22985","1164","110.84","8764","15869.92","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Simulacra|Simulacra|https://static-cdn.jtvnw.net/ttv-boxart/Simulacra-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Tom Clancy's Rainbow Six: Siege|Tom_Clancys_Rainbow_Six_Siege|https://static-cdn.jtvnw.net/ttv-boxart/./Tom%20Clancy%27s%20Rainbow%20Six:%20Siege-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"316","Thursday 19th September 2019 20:32","537","17185","23104","1067","121.96","8517","14344.36","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"317","Wednesday 18th September 2019 19:55","694","18178","21389","1735","150.88","171262","14892.36","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Beast Inside|The_Beast_Inside|https://static-cdn.jtvnw.net/ttv-boxart/The%20Beast%20Inside-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"318","Tuesday 17th September 2019 20:05","639","16715","22235","1449","138","155107","14486.84","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Session|Session|https://static-cdn.jtvnw.net/ttv-boxart/Session-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Penumbra: Overture|Penumbra_Overture|https://static-cdn.jtvnw.net/ttv-boxart/./Penumbra:%20Overture-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"319","Monday 16th September 2019 18:34","565","23228","41341","2051","221.72","189857","20525.08","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Destiny 2|Destiny_2|https://static-cdn.jtvnw.net/ttv-boxart/Destiny%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"320","Sunday 15th September 2019 17:23","621","37023","47183","2635","257.08","229263","22367.12","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"321","Saturday 14th September 2019 18:57","677","16502","21996","1287","114.4","167445","14682.84","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Sleeping Dogs|Sleeping_Dogs|https://static-cdn.jtvnw.net/ttv-boxart/Sleeping%20Dogs-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"322","Friday 13th September 2019 19:49","625","17039","20102","1156","112.8","148678","14075.12","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Tom Clancy's Rainbow Six: Siege|Tom_Clancys_Rainbow_Six_Siege|https://static-cdn.jtvnw.net/ttv-boxart/./Tom%20Clancy%27s%20Rainbow%20Six:%20Siege-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Sleeping Dogs|Sleeping_Dogs|https://static-cdn.jtvnw.net/ttv-boxart/Sleeping%20Dogs-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"323","Thursday 12th September 2019 23:42","392","14253","18379","1097","168.76","119209","17821.84","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Borderlands 3|Borderlands_3_Working_Title_|https://static-cdn.jtvnw.net/ttv-boxart/Borderlands%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"324","Thursday 12th September 2019 19:29","150","20153","24834","333","148","56592","25152","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"325","Wednesday 11th September 2019 19:33","581","17295","22955","964","98.88","148690","14729.12","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|RIP|RIP|https://static-cdn.jtvnw.net/ttv-boxart/RIP-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Sleeping Dogs|Sleeping_Dogs|https://static-cdn.jtvnw.net/ttv-boxart/Sleeping%20Dogs-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Tom Clancy's Rainbow Six: Siege|Tom_Clancys_Rainbow_Six_Siege|https://static-cdn.jtvnw.net/ttv-boxart/./Tom%20Clancy%27s%20Rainbow%20Six:%20Siege-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"326","Tuesday 10th September 2019 20:32","627","16619","22726","1047","102.16","138389","13217.84","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Catherine|Catherine|https://static-cdn.jtvnw.net/ttv-boxart/Catherine-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Devil May Cry 5|Devil_May_Cry_5|https://static-cdn.jtvnw.net/ttv-boxart/Devil%20May%20Cry%205-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"327","Monday 9th September 2019 18:03","716","21513","40192","2406","200.52","224029","18274.52","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|GreedFall|GreedFall|https://static-cdn.jtvnw.net/ttv-boxart/GreedFall-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Catherine|Catherine|https://static-cdn.jtvnw.net/ttv-boxart/Catherine-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"328","Sunday 8th September 2019 19:43","691","18128","24967","1360","120.88","180994","15747.56","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Catherine|Catherine|https://static-cdn.jtvnw.net/ttv-boxart/Catherine-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Alien: Isolation|Alien_Isolation|https://static-cdn.jtvnw.net/ttv-boxart/./Alien:%20Isolation-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"329","Saturday 7th September 2019 18:51","593","18077","24598","2819","289.12","185988","18376.6","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Madden NFL 20|Madden_20|https://static-cdn.jtvnw.net/ttv-boxart/Madden%20NFL%2020-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Catherine|Catherine|https://static-cdn.jtvnw.net/ttv-boxart/Catherine-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"330","Friday 6th September 2019 18:31","553","20374","26049","1571","174.56","186637","19513.56","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|NBA 2K20|NBa_2K20|https://static-cdn.jtvnw.net/ttv-boxart/NBA%202K20-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"331","Thursday 5th September 2019 17:45","674","17191","24072","1487","132.16","192357","16631.2","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Spyro Reignited Trilogy|Spyro_Reignited_Trilogy|https://static-cdn.jtvnw.net/ttv-boxart/Spyro%20Reignited%20Trilogy-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Demolition|Demolition|https://static-cdn.jtvnw.net/ttv-boxart/Demolition-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Green Hell|Green_Hell|https://static-cdn.jtvnw.net/ttv-boxart/Green%20Hell-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|NBA 2K20|NBa_2K20|https://static-cdn.jtvnw.net/ttv-boxart/NBA%202K20-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|osu!|osu_|https://static-cdn.jtvnw.net/ttv-boxart/osu%21-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"332","Wednesday 4th September 2019 21:37","622","15483","19542","1366","133.28","144361","14084","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"333","Tuesday 3rd September 2019 20:45","689","18330","21696","2173","193.16","177970","15819.56","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"334","Monday 2nd September 2019 20:00","659","21582","40269","3017","274.28","217781","19494.08","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Rust|Rust|https://static-cdn.jtvnw.net/ttv-boxart/Rust-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Dead by Daylight|Dead_by_Daylight|https://static-cdn.jtvnw.net/ttv-boxart/Dead%20by%20Daylight-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"335","Sunday 1st September 2019 21:20","609","19020","26935","1619","161.92","12312","15695.92","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|F1 2019|_F1_2019|https://static-cdn.jtvnw.net/ttv-boxart/F1%202019-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Mafia II|Mafia_II|https://static-cdn.jtvnw.net/ttv-boxart/Mafia%20II-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Rust|Rust|https://static-cdn.jtvnw.net/ttv-boxart/Rust-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"336","Saturday 31st August 2019 19:13","586","17224","22679","1175","123.68","155952","15926.12","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Hunt: Showdown|Hunt_Showdown|https://static-cdn.jtvnw.net/ttv-boxart/./Hunt:%20Showdown-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Escape First|Escape_First|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20First-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Rocket League|Rocket_League|https://static-cdn.jtvnw.net/ttv-boxart/Rocket%20League-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
